group,WQSC,location,river,state,Latitude,Longitude
"NOT Class C",2621,"GIRI AT D/S YASHWANT NAGAR",GIRI,"HIMACHAL PRADESH","30.882006","77.211344"
"Class C",2622,"GIRI AT U/S CCI MINES",GIRI,"HIMACHAL PRADESH","30.522537","77.667622"
"Class C",2623,"GIRI D/S SATAUN",GIRI,"HIMACHAL PRADESH","30.552658","77.643922"
"Class C",2626,"BATTA AT U/S PAONTA",BATTA,"HIMACHAL PRADESH","30.455225","77.584234"
"Class C",2627,"BATTA BEFORE CONFLUENCE TO YAMUNA",,"HIMACHAL PRADESH","30.429819","77.578623"
"NOT Class C",2655,"BHIMA RIVER AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE","BHIMA RIVER",MAHARASHTRA,"18.645719","74.056442"
"NOT Class C",2656,"BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR, PUNE",,MAHARASHTRA,"18.202061","75.088989"
"NOT Class C",2657,"BINDUSARA RIVER AT BEED NEAR INTAKE WATER PUMP HOUSE AT DAM, PALIGAON, BEED, BEED","BINDUSARA RIVER",MAHARASHTRA,"18.916511","75.743889"
"NOT Class C",2658,"BORI RIVER D/S OF AMALNER, JALGAON, JALGAON","BORI RIVER",MAHARASHTRA,"21.039758","75.067178"
"NOT Class C",2659,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",,MAHARASHTRA,"21.275792","74.751714"
"NOT Class C",2660,"DARNA RIVER AT CHEHEDI PUMPING STATION, CHEHEDI, NASHIK, NASHIK","DARNA RIVER",MAHARASHTRA,"19.932352","73.856413"
"NOT Class C",2661,"DARNA RIVER AT ASWALI (DARNA DAM), LGATPURI, NASHIK","DARNA RIVER",MAHARASHTRA,"19.761988","73.737187"
"NOT Class C",2662,"DARNA RIVER AT MES SITE PUMPING STATION, BHAGUR,","DARNA RIVER",MAHARASHTRA,"19.870494","73.829919"
"NOT Class C",2663,"DARNA RIVER AT BHAGUR PUMPING STATION NEAR PANDHURLI BRIDGE, BHAGUR,","DARNA RIVER",MAHARASHTRA,"19.872772","73.834011"
"NOT Class C",2664,"DARNA RIVER AT SANSARI , NASHIK, NASHIK","DARNA RIVER",MAHARASHTRA,"19.900366","73.838095"
"NOT Class C",2665,"GHOD RIVER AT SHIRUR, PUNE","GHOD RIVER",MAHARASHTRA,"18.831722","74.387839"
"NOT Class C",2666,"GOMAI RIVER D/S OF SHAHADA, DHULE","GOMAI RIVER",MAHARASHTRA,"21.545645","74.468325"
"NOT Class C",2667,"HIWARA RIVER D/S OF PACHORA, JALGAON","HIWARA RIVER",MAHARASHTRA,"20.6589","75.349177"
"NOT Class C",2668,"INDRAYANI RIVER AT D/S OF MOSHIGAON, HAWELI, PUNE","INDRAYANI RIVER",MAHARASHTRA,"18.677697","73.851206"
"NOT Class C",2669,"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE","INDRAYANI RIVER",MAHARASHTRA,"18.677486","73.851233"
"NOT Class C",2674,"MOR RIVER NEAR PADALSHE, JALGAON",,MAHARASHTRA,"21.105797","75.798376"
"NOT Class C",2675,"MORNA RIVER AT D/S RAILWAY BRIDGE, AKOLA, AKOLA , AKOLA","MORNA RIVER",MAHARASHTRA,"20.714779","76.957569"
"NOT Class C",2677,"MULA-MUTHA RIVER AT D/S OF THEUR, HAWELI, PUNE","MULA-MUTHA RIVER",MAHARASHTRA,"18.521663","74.050564"
"NOT Class C",2678,"MUTHA RIVER NEAR VEER SAVARKAR BHAVAN, PUNE",,MAHARASHTRA,"18.521303","73.850578"
"NOT Class C",2680,"MUTHA RIVER AT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.","MUTHA RIVER",MAHARASHTRA,"18.430149","73.754941"
"NOT Class C",2681,"NIRA RIVER AT SANGAVI, PHALTAN, SATARA","NIRA RIVER",MAHARASHTRA,"18.055999","74.483941"
"NOT Class C",2682,"NIRA RIVER AT U/S OF JUBILANT ORGANOSIS, NIRA(DATTAGHAT), BARAMATI, PUNE","NIRA RIVER",MAHARASHTRA,"18.097756","74.213675"
"NOT Class C",2683,"NIRA RIVER AT SHINDEWADI. SHIRVAL, KHANDALA, SATARA","NIRA RIVER",MAHARASHTRA,"18.147434","73.977285"
"NOT Class C",2684,"PANZARA RIVER NEAR PANZARAKAN SSK LTD, PANZARA, DHULE",,MAHARASHTRA,"21.11316","74.885213"
"NOT Class C",2690,"PAWANA RIVER AT KASARWADI, HAWELI, PUNE","PAWANA RIVER",MAHARASHTRA,"18.60677","73.821067"
"NOT Class C",2691,"PAWANA RIVER AT DAPODI BRIDGE AT PAWANA-MULLA SANGAM, DAPODI, HAWELI, PUNE","PAWANA RIVER",MAHARASHTRA,"18.582775","73.826155"
"NOT Class C",2692,"PAWANA RIVER AT RAVET WEIR, RAVET, HAWELI, PUNE","PAWANA RIVER",MAHARASHTRA,"18.660929","73.731891"
"NOT Class C",2693,"PAWANA RIVER AT CHINCHWADGAON, HAWELI, PUNE","PAWANA RIVER",MAHARASHTRA,"18.641184","73.792731"
"NOT Class C",2694,"PAWANA RIVER AT PIMPRIGAON, HAWELI, PUNE","PAWANA RIVER",MAHARASHTRA,"18.607788","73.797949"
"NOT Class C",2695,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI,","PEDHI RIVER NEAR ROAD BRIDGE",MAHARASHTRA,"20.999942","77.705722"
"NOT Class C",2697,"PENGANGA RIVER NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL",,MAHARASHTRA,"19.597589","77.691614"
"NOT Class C",2698,"PENGANGA RIVER D/S OF ISAPUR DAM, ISAPUR, PUSAD,","PENGANGA RIVER",MAHARASHTRA,"19.724881","77.446567"
"NOT Class C",2699,"PENGANGA RIVER AT MEHKAR-BULDANA ROAD BRIDGE, MEHKAR, BULDANA","PENGANGA RIVER",MAHARASHTRA,"20.150364","76.560336"
"NOT Class C",2700,"PURNA RIVER NEAR ACHALPUR-AMRAVATI ROAD BRIDGE, ASEGAON, CHANDUR BAZAR, AMRAVATI",,MAHARASHTRA,"21.129844","77.57423"
"NOT Class C",2710,"TITUR RIVER D/S OF CHALISGAON, JALGAON","TITUR RIVER",MAHARASHTRA,"20.470053","75.025947"
"NOT Class C",2711,"URMODI RIVER, NAGTHANE, SATARA",,MAHARASHTRA,"17.570306","74.050736"
"NOT Class C",2715,"VEL RIVER AT SHIKRAPUR, SHIRUR, PUNE","VEL RIVER",MAHARASHTRA,"18.692778","74.13348"
"NOT Class C",2716,"VENNA RIVER AT MAHABALESHWAR, SATARA","VENNA RIVER",MAHARASHTRA,"17.933739","73.665091"
"NOT Class C",2717,"VENNA RIVER AT MAHULI, SATARA","VENNA RIVER",MAHARASHTRA,"17.692894","74.050883"
"NOT Class C",2718,"WAGHUR RIVER AT SAKEGAON BEFORE CONFLUENCE WITH TAPI RIVER, JALGAON","WAGHUR RIVER",MAHARASHTRA,"21.041903","75.733072"
"NOT Class C",2719,"WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR, CHANDRAPUR","WARDHA RIVER",MAHARASHTRA,"19.962632","79.277747"
"NOT Class C",2720,"WARDHA RIVER AT U/S OF ERAI RIVER HADASTI, CHANDRAPUR, CHANDRAPUR","WARDHA RIVER",MAHARASHTRA,"19.962783","79.277286"
"NOT Class C",2721,"WARDHA RIVER AT U/S OF ACC GHUGGUS. , CHANDRAPUR, CHANDRAPUR","WARDHA RIVER",MAHARASHTRA,"19.956027","79.099547"
"NOT Class C",2722,"WENA RIVER AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT, WARDHA","WENA RIVER",MAHARASHTRA,"20.555303","78.816456"
"NOT Class C",2723,"WENA RIVER AT D/S OF MOHATA MILLS, NR RD BRG ON HINGANGHAT-WADNER ROAD, HINGANGHAT, WARDHA","WENA RIVER",MAHARASHTRA,"20.544289","78.811978"
"NOT Class C",2724,"SUSWA RIVER AT MATHURAWALA, DEHRADUN","SUSWA RIVER",UTTARAKHAND,"30.25","78.016667"
"Class C",2727,"UPPER GANGA RIVER D/S ROORKEE","UPPER GANGA RIVER",UTTARAKHAND,"29.851669","77.879742"
"NOT Class C",2728,"GOLA RIVER AT HALDWANI","GOLA RIVER",UTTARAKHAND,"29.209064","79.537174"
"NOT Class C",2729,"KICHHA RIVER AT KICHHA U.S. NAGAR","KICHHA RIVER",UTTARAKHAND,"28.899748","79.525623"
"NOT Class C",2730,"PILKHAR RIVER AFTER BILASPUR RAMPUR",,UTTARAKHAND,"28.848162","79.158928"
"NOT Class C",2731,"KOSHI RIVER AT KASHIPUR BAJPUR ROAD BRIDGE","KOSHI RIVER",UTTARAKHAND,"29.158694","79.03956"
"NOT Class C",2732,"DHELLA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE","DHELLA RIVER U/S",UTTARAKHAND,"29.111195","78.908723"
"NOT Class C",2733,"DHELLA RIVER D/S AT THAKURDWARA ALIGANJ ROAD","DHELLA RIVER D/S",UTTARAKHAND,"29.15049","78.893386"
"NOT Class C",2734,"BHELLA RIVER U/S KASHIPUR","BHELLA RIVER",UTTARAKHAND,"29.206769","78.986242"
"NOT Class C",2735,"BHELLA RIVER AT LOHIYA BRIDGE D/S KASHIPUR","BHELLA RIVER",UTTARAKHAND,"29.146732","78.982975"
"NOT Class C",2736,"NANDOUR RIVER U/S SITARGANJ INDUSTRIAL AREA, US NAGAR","NANDOUR RIVER",UTTARAKHAND,"28.957324","79.692169"
"NOT Class C",2737,"NANDOUR RIVER D/S SITARGANJ INDUSTRIAL AREA, US NAGAR","NANDOUR RIVER",UTTARAKHAND,"28.91","79.691"
"NOT Class C",2742,"TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S TAWI BRIDGE)",TAWI,"JAMMU & KASHMIR","32.804021","74.923034"
"NOT Class C",2743,"TAWI AT BAGH-E-BAHU LIFTING POINT(1 KM U/S TAWI BRIDGE)",TAWI,"JAMMU & KASHMIR","32.724181","74.875506"
"NOT Class C",2745,"TAWI BAGHWATI NAGAR (2KM D/S TAWI BRIDGE","TAWI BAGHWATI NAGAR (2KM","JAMMU & KASHMIR","32.720904","74.835609"
"NOT Class C",2746,"TAWI AT BELICHARANA(4KM D/S TAWI BRIDGE)",TAWI,"JAMMU & KASHMIR","32.698334","74.830353"
"NOT Class C",2747,"TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELOW BRIDGE NEAR CHATHA MSW DUMPING SITE, J&K",TAWI,"JAMMU & KASHMIR","32.786667","74.978889"
"NOT Class C",2748,"CHENAB AT L.H.S.(BELOW BRIDGE CHENAB)",CHENAB,"JAMMU & KASHMIR","33.151325","74.882478"
"NOT Class C",2749,"CHENAB AT BLIND CURVE SHAMSHAN GHAT (1.5 KM U/S FROM SPOT)",CHENAB,"JAMMU & KASHMIR","32.956944","74.961389"
"NOT Class C",2750,"CHENAB RIVER AT CHADRA GAON VIEW POINT(4 KM U/S FROM SPOT)","CHENAB RIVER","JAMMU & KASHMIR","33.013333","74.774167"
"NOT Class C",2751,"CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S FROM SPOT)",CHENAB,"JAMMU & KASHMIR","32.895309","74.740171"
"NOT Class C",2752,"BASANTER U/S (R.H.S) SAMBA (BELOW NH-1A BRIDGE),",BASANTER,"JAMMU & KASHMIR","32.635833","75.170278"
"NOT Class C",2754,"DEVAK RIVER UDHAMPUR(NEAR SHIV MANDIR D/S)L.H.S.",,"JAMMU & KASHMIR","32.920611","75.125547"
"NOT Class C",2755,"BANGANGA (BATHING GHAT), KATRA,",,"JAMMU & KASHMIR","32.983326","74.90052"
"NOT Class C",2756,"BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE)KATRA",,"JAMMU & KASHMIR","33.072819","74.834372"
"NOT Class C",2757,"DEVAK RIVER AT UTTERBEHNI","DEVAK RIVER","JAMMU & KASHMIR","32.571694","75.111288"
"Class C",2764,"MALPRABHA AT BADAMI BRIDGE,",MALPRABHA,KARNATAKA,"15.875672","75.722272"
"Class C",2765,"BHADRA AT U/S OF MPM,",BHADRA,KARNATAKA,"13.812647","75.716319"
"Class C",2766,"TUNGABHADRA AT NEW BRIDGE,",TUNGABHADRA,KARNATAKA,"14.514278","75.785697"
"NOT Class C",2767,"TUNGABHADRA AT U/S OF HPF,",TUNGABHADRA,KARNATAKA,"14.514278","75.785697"
"NOT Class C",2768,"TUNGABHADRA AT D/S OF HPF,",TUNGABHADRA,KARNATAKA,"14.514278","75.785697"
"NOT Class C",2769,"TUNGABHADRA AT JACKWELL POINT,",TUNGABHADRA,KARNATAKA,"14.5265","75.796072"
"NOT Class C",2770,"TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE,",TUNGABHADRA,KARNATAKA,"14.515836","75.797939"
"Class C",2771,"BHADRA AT U/S OF KIOCL,",BHADRA,KARNATAKA,"13.212753","75.234217"
"NOT Class C",2772,"LAKSHMANTIRTHA AT D/S OF KATTEMALAVADI,",LAKSHMANTIRTHA,KARNATAKA,"12.344614","76.286175"
"NOT Class C",2773,"CAUVERY AT BANNUR BRIDGE,",CAUVERY,KARNATAKA,"12.321469","76.841472"
"NOT Class C",2774,"CAUVERY AT RANGANATHITTU,",CAUVERY,KARNATAKA,"12.425022","76.653544"
"NOT Class C",2775,"KABINI AT BATHING GHAT, NANJANAGUD,",KABINI,KARNATAKA,"12.128775","76.683736"
"NOT Class C",2776,"TUNGABHADRA AT D/S OF GANGAWATHI,",TUNGABHADRA,KARNATAKA,"15.41225","76.58625"
"Class C",2777,"KAGINA AT SHAHABAD BRIDGE,",KAGINA,KARNATAKA,"17.139369","76.966739"
"NOT Class C",2778,"ARKAVATHI AT T.G. HALLI RESERVOIR, ,",ARKAVATHI,KARNATAKA,"12.967039","77.337053"
"NOT Class C",2779,"ARKAVATHI AT HESARAGHATTA RESERVOIR,",ARKAVATHI,KARNATAKA,"13.144364","77.484511"
"NOT Class C",2781,"KRISHNA AT D/S OF ALAMATTI DAM,",KRISHNA,KARNATAKA,"16.325069","75.899925"
"NOT Class C",28,"BHIMA AT TAKLI, SOUTH SOLAPUR, SOLAPUR",BHIMA,MAHARASHTRA,"17.703734","75.544604"
"NOT Class C",2888,"CHATHE RIVER NEAR CHRISTIAN INSTITUTE OF HEALTH SCIENCES AND RESEARCH (CIHSR), DIMAPUR",,NAGALAND,"25.860778","93.780081"
"NOT Class C",2889,"DZUNA RU IN KOHIMA",,NAGALAND,"25.674565","94.107658"
"NOT Class C",2891,"DZUCHA RU IN KOHIMA",,NAGALAND,"25.675285","94.107884"
"NOT Class C",2892,"DZUNA RU IN KOHIMA, ADJOINING THE NEW KOHIMA MUNICIPAL COUNCIL SOLID WASTE MANAGEMENT SITE,",,NAGALAND,"25.670679","94.107976"
"NOT Class C",2893,"DZUNA RU (CONFLUENCE OF DZUCHA & DZUNA RU) IN KOHIMA",,NAGALAND,"25.675346","94.108799"
"NOT Class C",29,"TUNGABHADRA AT ULLANUR",TUNGABHADRA,KARNATAKA,"15.494844","76.692417"
"NOT Class C",2913,"KALI BEIN FALLING INTO RIVER BEAS, PUNJAB",,PUNJAB,"31.160771","74.984326"
"NOT Class C",2915,"SUTLEJ AT 100 MT. D/S OF PACL, NANGAL, PUNJAB",SUTLEJ,PUNJAB,"31.370617","76.359056"
"Class C",2945,"CHHAPI DAM UPSTREAM , JHALAWAR, RAJASTHAN",,RAJASTHAN,"24.600889","76.152494"
"Class C",2946,"UJAD AT BHIM SAGAR DAM UPSTREAM , JHALAWAR, RAJASTHAN",UJAD,RAJASTHAN,"24.6087","76.170272"
"Class C",2950,"DHANARI DAM, NEAR SWAROOPGANJ, SIROHI, RAJASTHAN",,RAJASTHAN,"24.692006","72.929236"
"Class C",2951,"BISULPUR DAM, TONK, RAJASTHAN",,RAJASTHAN,"25.905847","75.463861"
"NOT Class C",2952,"NEAR NEWTA DAM, JAIPUR, RAJASTHAN",,RAJASTHAN,"26.919491","75.930328"
"NOT Class C",2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA, RAJASTHAN","KALI SINDH",RAJASTHAN,"25.160724","76.22887"
"NOT Class C",2955,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA, RAJASTHAN","CHAMBAL ENTERING IN RAJASTHAN",RAJASTHAN,"24.07656","75.526392"
"Class C",2956,"KALI SINDH AT BAROD ROAD BRIDGE, KOTA, RAJASTHAN","KALI SINDH",RAJASTHAN,"25.393522","76.327061"
"Class C",30,"PENNAR AT SIDDVATAM, KADAPA",PENNAR,"ANDHRA PRADESH","14.464393","78.964627"
"Class C",30023,"TONS AT HARIPUR (U.K.)",TONS,UTTARAKHAND,"30.517139","77.818659"
"NOT Class C",30037,"BANGANGA AT U/S IDRISHPUR (U.K.)",BANGANGA,UTTARAKHAND,"29.184058","77.32613"
"NOT Class C",30038,"BANGANGA AT D/S SHUKRATAL (BEFORE CONFLUENCE OF LAKSAR DRAIN )",BANGANGA,"UTTAR PRADESH","29.491551","77.990514"
"NOT Class C",30052,"CAUVERY AT AJJIBORE (BANGALORE)",CAUVERY,KARNATAKA,"12.24452","77.471777"
"NOT Class C",30077,"RAMGANGA AT D/S SHERKOT, KALAGARH (U.P.)",RAMGANGA,"UTTAR PRADESH","29.310032","78.63653"
"NOT Class C",30078,"RAMGANGA AT D/S KALAGARH DAM (U.K.)",RAMGANGA,UTTARAKHAND,"29.515201","78.755946"
"NOT Class C",30079,"BETWA AT SUKMA DUKMA DAM, JHANSI (U.P.)",BETWA,"UTTAR PRADESH","25.193044","78.539141"
"Class C",30080,"BETWA AT KANJIA ROAD BRIDGE, ASHOK NAGAR (M.P.)",BETWA,"MADHYA PRADESH","24.398043","78.17802"
"NOT Class C",30082,"SONE DEORA U/S RIHAND (M. P.)","SONE DEORA","MADHYA PRADESH","24.597064","82.729328"
"NOT Class C",30083,"BEAS AT TALWARA (PONG DAM)",BEAS,"HIMACHAL PRADESH","31.992975","76.104857"
"NOT Class C",30084,"BEAS AT D/S CHANGARWA VILLAGE, (PUNJAB)",BEAS,PUNJAB,"31.958888","75.873028"
"NOT Class C",30085,"RAVI AT MADHOPUR",RAVI,PUNJAB,"32.373092","75.604553"
"NOT Class C",3012,"CAUVERY AT KOMARAPALAYAM, NAMAKAL, TAMILNADU",CAUVERY,"TAMIL NADU","11.423503","77.685261"
"Class C",3013,"CAUVERY AT URRACHIKOTTAI, ERODE, TAMILNADU",CAUVERY,"TAMIL NADU","11.354178","77.750436"
"NOT Class C",3014,"CAUVERY AT VAIRAPALAYAM, NAMAKAL, TAMILNADU",CAUVERY,"TAMIL NADU","11.361583","77.742411"
"Class C",3015,"CAUVERY AT PUGALUR, KARUR, TAMILNADU",CAUVERY,"TAMIL NADU","10.974467","78.180075"
"Class C",3016,"CAUVERY AT PETTAIVAITHALAI, TRICHY, TAMILNADU",CAUVERY,"TAMIL NADU","10.906389","78.489697"
"NOT Class C",3017,"CAUVERY AT KUMBAKONAM, THANJAVUR, TAMILNADU",CAUVERY,"TAMIL NADU","10.968137","79.378248"
"Class C",3018,"CAUVERY AT MAYILADUTHURAI, NAGAPATTINAM, TAMILNADU",CAUVERY,"TAMIL NADU","11.104894","79.651871"
"NOT Class C",3022,"THIRUMANIMUTHAR AT SALEM, D/S OF SAGO & TEXTILE DYING INDUSTRIES, TAMILNADU",THIRUMANIMUTHAR,"TAMIL NADU","11.645876","78.120341"
"NOT Class C",3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",VASISTA,"TAMIL NADU","11.647853","78.138125"
"NOT Class C",3024,"SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRIES EFFLUENT, TAMILNADU",SARABANGA,"TAMIL NADU","11.649094","78.148011"
"Class C",3079,"D/S OF RIVER KRISHNA A/C WITH TREATED SEWAGE DISCHARGING FROM 10mLD STP LOCATED AT RAMALINGESHWARNAGAR, VIJAYAWADA, KRISHNA","D/S OF RIVER KRISHNA A/C WITH TREATED SEWAGE DISCHARGING FROM 10mLD STP LOCATED","ANDHRA PRADESH","16.398256","80.721106"
"NOT Class C",3080,"KARAKAVAGU U/S AT PALONCHA, KHAMMAM","KARAKAVAGU U/S",TELANGANA,"17.647541","80.707462"
"NOT Class C",3081,"KARAKAVAGU D/S AT PALONCHA, KHAMMAM","KARAKAVAGU D/S",TELANGANA,"16.065597","78.829544"
"NOT Class C",3082,"MUSI RESERVOIR AT KASANIGUDA, NALGONDA","MUSI RESERVOIR",TELANGANA,"17.247636","79.492042"
"Class C",3083,"KRISHNA D/S OF SRISHAILAM, KURNOOL",KRISHNA,"ANDHRA PRADESH","16.087917","78.890169"
"NOT Class C",3096,"DIKRONG RIVER AT NIRJULI,","DIKRONG RIVER","ARUNACHAL PRADESH","27.137292","93.750572"
"NOT Class C",31,"CAUVERY AT MUSIRI",CAUVERY,"TAMIL NADU","10.955345","78.443949"
"NOT Class C",3105,"GAI NADI NEAR HSS LIKABALI,",,"ARUNACHAL PRADESH","27.596463","94.776723"
"NOT Class C",3106,"DIBANG RIVER AT ROING,","DIBANG RIVER","ARUNACHAL PRADESH","28.171662","95.832182"
"NOT Class C",3107,"DIHING RIVER AT MIAO,","DIHING RIVER","ARUNACHAL PRADESH","27.495543","96.215343"
"NOT Class C",3113,"GANGA AT D/S BUXAR NEAR ROAD BRIDGE",GANGA,BIHAR,"25.588972","83.985861"
"NOT Class C",3114,"GANGA NEAR DANAPUR (NEAR PIPA PUL) ,PATNA",,BIHAR,"25.588972","83.985861"
"NOT Class C",3116,"GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA)",GANGA,BIHAR,"25.368174","86.464302"
"NOT Class C",3117,"GANGA AT U/S SULTANGANJ, BHAGALPUR",GANGA,BIHAR,"25.252575","86.725558"
"NOT Class C",3118,"GANGA AT U/S BHAGALPUR NEAR BARARIGHAT",GANGA,BIHAR,"25.271603","87.025665"
"NOT Class C",3119,"POONPUN RIVER NEAR POONPUN RAIL BRIDGE, PATNA",,BIHAR,"25.513517","85.292658"
"NOT Class C",3120,"POONPUN RIVER NEAR KINZER ROAD BRIDGE, JEHANABAD",,BIHAR,"25.217822","84.826131"
"NOT Class C",3121,"SONE RIVER NEAR BANZARI, ROHTAS",,BIHAR,"24.671905","84.010068"
"NOT Class C",3122,"GANGA AT MALSALAMI, PATNA",GANGA,BIHAR,"25.557806","85.275648"
"NOT Class C",3123,"GANGA RIVER AT BARAHIYA, NEPALITOLA, MARANCHI, ;LAKSHISARAI","GANGA RIVER",BIHAR,"25.315313","86.029821"
"NOT Class C",3124,"BURHI GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH)","BURHI GANDAK RIVER",BIHAR,"26.136076","85.381196"
"NOT Class C",3125,"GANDAK RIVER GOPALGANJ PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT)",,BIHAR,"26.360672","84.749947"
"NOT Class C",3126,"U/S HARBORA RIVER, WEST CHAMPARAN",,BIHAR,"27.094829","84.143868"
"NOT Class C",3127,"SONE RIVER AT BAHIYARA, BHOJPUR","SONE RIVER",BIHAR,"25.297742","84.678992"
"NOT Class C",3128,"SONE RIVER AT NASIRIGANJ DAM, ROHTAS","SONE RIVER",BIHAR,"25.045209","84.332819"
"NOT Class C",3129,"DAHA RIVER AT MEERGANJ","DAHA RIVER",BIHAR,"26.364956","84.360872"
"NOT Class C",3130,"RAMREKHA RIVER AT U/S HARINAGAR, WEST CHAMPARAN","RAMREKHA RIVER",BIHAR,"27.17026","84.322348"
"NOT Class C",3131,"U/S MANUSMAR RIVER (RIGA), SITAMARHI",,BIHAR,"26.658543","85.400266"
"NOT Class C",3132,"BAGMATI RIVER AT MUZAFFARPUR- SITAMARHI ROAD BRIDGE, SITAMARHI","BAGMATI RIVER",BIHAR,"26.341991","85.481683"
"NOT Class C",3133,"KAMLA RIVER AT JAYNAGAR","KAMLA RIVER",BIHAR,"26.596857","86.144676"
"NOT Class C",3134,"SIKRANA RIVER AT LAUREA, HARINAGAR ROAD BRIDGE","SIKRANA RIVER",BIHAR,"26.148036","85.373764"
"NOT Class C",3135,"BAGMATI RIVER AT DARBANGA, SAMASTIPUR ROAD BRIDGE,","BAGMATI RIVER",BIHAR,"26.038984","85.891341"
"NOT Class C",3136,"SIRSIYA RIVER D/S RAXAUL (KOERIA TOLA), EAST CHAMPARAN","SIRSIYA RIVER",BIHAR,"26.988061","84.855244"
"NOT Class C",3137,"KOSHI RIVER AT BEERPUR,","KOSHI RIVER",BIHAR,"25.386081","87.092419"
"Class C",3165,"HASDEO RIVER 100 METER DOWNSTREAM AFTER CONFLUENCE OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA,",,CHHATTISGARH,"22.339305","82.692841"
"NOT Class C",3167,"SEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON, CHHATISGARH.",SEONATH,CHHATTISGARH,"21.047808","81.065781"
"Class C",3168,"MAHANADI AT DOWNSTREAM OF HASDEO RIVER NEAR URGA VILLAGE KORBA, CHHATISGARH.",MAHANADI,CHHATTISGARH,"22.282751","82.700933"
"Class C",3169,"HASDEO AT DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA (BEFORE TREATMENT) AT KOHADIA VILLAGE, CHHATISGARH.",HASDEO,CHHATTISGARH,"22.397187","82.707022"
"Class C",3170,"HASDEO AT DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA (AFTER TREATMENT) AT KOHADIA VILLAGE, CHHATISGARH.",HASDEO,CHHATTISGARH,"22.382936","82.716442"
"Class C",3203,"AMRAVATI AT VILLAGE DADHAL , TA ANKLESHWAR, BHARUCH",AMRAVATI,GUJARAT,"21.635384","73.064972"
"NOT Class C",3206,"MAHI AT SHERKHI BRIDGE",MAHI,GUJARAT,"22.342339","73.054185"
"NOT Class C",3272,"JHELUM RIVER AT VERINAG","JHELUM RIVER","JAMMU & KASHMIR","33.542289","75.253556"
"NOT Class C",3273,"JHELUM RIVER AT SANGAM, CONFLUENCE POINT OF VISHAV NALLAH","JHELUM RIVER","JAMMU & KASHMIR","34.202011","75.475319"
"NOT Class C",3274,"JHELUM RIVER AT AWANTIPORA","JHELUM RIVER","JAMMU & KASHMIR","33.922416","75.011699"
"NOT Class C",3275,"JHELUM RIVER AT PAMPORE","JHELUM RIVER","JAMMU & KASHMIR","34.005819","74.912056"
"NOT Class C",3276,"JHELUM RIVER AT SOPORE, CONFLUENCE POINT OF WULAR LAKE","JHELUM RIVER","JAMMU & KASHMIR","34.207703","74.353433"
"NOT Class C",3277,"JHELUM RIVER AT BARAMULLA D/S","JHELUM RIVER","JAMMU & KASHMIR","34.208794","74.334486"
"NOT Class C",3278,"LIDDER AT LARIPORA",LIDDER,"JAMMU & KASHMIR","34.035358","75.324533"
"NOT Class C",3279,"LIDDER AT CLUB PARK",LIDDER,"JAMMU & KASHMIR","34.021817","75.317388"
"NOT Class C",3280,"LIDDER AT BUS ADDA",LIDDER,"JAMMU & KASHMIR","34.246647","74.767647"
"NOT Class C",3281,"LIDDER AT YANEER, D/S OF PHALGUM",LIDDER,"JAMMU & KASHMIR","34.013002","75.31251"
"NOT Class C",3282,"LIDDER NERA BUMZOO, ANANTNAG",,"JAMMU & KASHMIR","33.717786","75.091692"
"NOT Class C",3283,"SINDH RIVER AT SONAMARG U/S","SINDH RIVER","JAMMU & KASHMIR","34.3045","75.292767"
