group,WQSC,location,river,state,Latitude,Longitude,Colour,ColourFill
"NOT Class C",1264,"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATISSGARH",MAHANADI,CHHATTISGARH,"20.652037","81.551365",red,"#f03"
"NOT Class C",1265,"KHAROON AT RAIPUR U/S, CHHATTISGARH",KHAROON,CHHATTISGARH,"21.248011","81.542917",red,"#f03"
"NOT Class C",1266,"SEONATH AT SHIMGA AFTER CONFL. WITH R. KHAROON,CHHATISSGARH",SEONATH,CHHATTISGARH,"21.618808","81.695639",red,"#f03"
"NOT Class C",1267,"IB AT SUNDARGARH, ORISSA",IB,ORISSA,"22.124146","84.043157",red,"#f03"
"Class C",1268,"IB AT JHARSUGUDA (INTAKE), ORISSA",IB,ORISSA,"21.856425","84.002419",blue,"#00f"
"Class C",1269,"IB AT BRAJRAJNAGAR (INTAKE) D/S, ORISSA",IB,ORISSA,"21.828126","83.941121",blue,"#00f"
"NOT Class C",1270,"MAHANADI AT SAMBALPUR U/S, ORISSA",MAHANADI,ORISSA,"21.455443","83.960359",red,"#f03"
"NOT Class C",1271,"MAHANADI AT SAMBALPUR D/S, ORISSA",MAHANADI,ORISSA,"21.460108","83.969058",red,"#f03"
"NOT Class C",1272,"MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ORISSA",MAHANADI,ORISSA,"20.865096","83.91172",red,"#f03"
"NOT Class C",1274,"MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ORISSA",,ORISSA,"20.855331","83.904147",red,"#f03"
"NOT Class C",1275,"MAHANADI AT TIKARPADA, ORISSA",MAHANADI,ORISSA,"20.612579","84.790163",red,"#f03"
"NOT Class C",1276,"MAHANADI AT NARSINGHPUR, ORISSA",MAHANADI,ORISSA,"20.463775","85.083179",red,"#f03"
"NOT Class C",1277,"MAHANADI AT CUTTACK U/S, ORISSA",MAHANADI,ORISSA,"20.490062","85.895865",red,"#f03"
"NOT Class C",1278,"MAHANADI AT CUTTACK D/S, ORISSA",MAHANADI,ORISSA,"20.48147","85.893506",red,"#f03"
"NOT Class C",1279,"KUAKHAI AT BHUBANESWAR U/S, ORISSA",KUAKHAI,ORISSA,"20.297906","85.882365",red,"#f03"
"NOT Class C",1280,"KUAKHAI AT BHUBANESWAR D/S, ORISSA",KUAKHAI,ORISSA,"20.297755","85.880734",red,"#f03"
"Class C",1281,"MAHANADI AT HIRAKUD RESERVOIR, ORISSA",MAHANADI,ORISSA,"21.516358","83.851139",blue,"#00f"
"NOT Class C",1282,"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISSGARH.",MAHANADI,CHHATTISGARH,"21.728709","82.568814",red,"#f03"
"Class C",1290,"PARVATI BEFORE CONF. TO RIVER BEAS, H.P.",,"HIMACHAL PRADESH","31.896167","77.147692",blue,"#00f"
"NOT Class C",1293,"SATLUJ AT 1 KM. D/S OF ZENITH, PUNJAB",SATLUJ,PUNJAB,"30.984964","76.4672",red,"#f03"
"Class C",1294,"BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,PUNJAB",BEAS,PUNJAB,"31.923867","75.541467",blue,"#00f"
"NOT Class C",1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",,PUNJAB,"30.612283","76.829313",red,"#f03"
"NOT Class C",1298,"DISANG AT GUNDAMGHAT, ASSAM",DISANG,ASSAM,"27.311023","95.101786",red,"#f03"
"NOT Class C",1299,"BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM",BRAHAMPUTRA,ASSAM,"26.214866","90.557934",red,"#f03"
"NOT Class C",13,"GODAVARI AT MANCHERIAL, A.P.",GODAVARI,"ANDHRA PRADESH","18.850151","79.442839",red,"#f03"
"NOT Class C",1300,"IB AT RAJ NAGAR U/S, ORISSA",IB,ORISSA,"21.863911","83.947739",red,"#f03"
"NOT Class C",1301,"KATHAJODI AT CUTTACK D/S, ORISSA",KATHAJODI,ORISSA,"20.444394","85.890897",red,"#f03"
"NOT Class C",1302,"BRAHMANI AT ROURKELA D/S, ORISSA",BRAHMANI,ORISSA,"22.182883","84.847889",red,"#f03"
"NOT Class C",1303,"BRAHMANI AT TALCHER U/S, ORISSA",BRAHMANI,ORISSA,"20.949817","85.216631",red,"#f03"
"NOT Class C",1304,"JHELAM AT ANANTNAG D/S, J&K",JHELAM,"JAMMU & KASHMIR","33.739602","75.134049",red,"#f03"
"NOT Class C",1306,"GAWKADAL, SRG *(SHERGHARI, SRG),J&K",,"JAMMU & KASHMIR","34.074254","74.807199",red,"#f03"
"NOT Class C",1307,"CHUNT KOL * (MAULANA AZAD BRIDGE), J&K",,"JAMMU & KASHMIR","34.078121","74.813495",red,"#f03"
"NOT Class C",1310,"KRISHNA AT KURUNDWAD IN KOLHAPUR,MAHARASHTRA",KRISHNA,MAHARASHTRA,"16.681396","74.590278",red,"#f03"
"NOT Class C",1311,"PANCHAGANGA AT ICHALKARANJI, MAHARASHTRA",PANCHAGANGA,MAHARASHTRA,"16.746155","74.445716",red,"#f03"
"NOT Class C",1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD,MAHARASHTRA",GODAVARI,MAHARASHTRA,"19.485317","75.370099",red,"#f03"
"NOT Class C",1313,"TAPI AT AJNAND VILLAGE, MAHARASHTRA",TAPI,MAHARASHTRA,"21.24294","76.034146",red,"#f03"
"NOT Class C",1314,"TAPI AT UPHAD VILLAGE, MAHARASHTRA",TAPI,MAHARASHTRA,"21.546291","74.466807",red,"#f03"
"NOT Class C",1315,"NIRA AT PULGAON COTTON MILL, WARDHA, MAHARASHTRA",NIRA,MAHARASHTRA,"20.726241","78.31758",red,"#f03"
"NOT Class C",1320,"CAUVERY AT ERODE NEAR CHIRAPALAYAM, TAMILNADU",CAUVERY,TAMILNADU,"11.335795","77.753762",red,"#f03"
"NOT Class C",1321,"BHAVANI AT BHAVANI SAGAR, TAMILNADU",BHAVANI,TAMILNADU,"11.485294","77.134603",red,"#f03"
"NOT Class C",1322,"CAUVERY AT 1KM. D/S OF BHAVANI RIVER CONFL., TAMILNADU",CAUVERY,TAMILNADU,"11.445663","77.677626",red,"#f03"
"NOT Class C",1323,"CAUVERY AT VELORE NEAR KATTIPALAYAM, TAMILNADU",CAUVERY,TAMILNADU,"11.18","78.01",red,"#f03"
"NOT Class C",1324,"CAUVERY AT MOHANUR NEAR PATTAIPALAYAM, TAMILNADU",CAUVERY,TAMILNADU,"11.064392","78.120358",red,"#f03"
"NOT Class C",1325,"CAUVERY AT TIRUCHIRAPPALLI D/S, TAMILNADU",CAUVERY,TAMILNADU,"10.766809","78.665272",red,"#f03"
"NOT Class C",1326,"CAUVERY AT COLEROON, TAMILNADU",CAUVERY,TAMILNADU,"11.326822","79.702981",red,"#f03"
"NOT Class C",1327,"CAUVERY AT PITCHAVARAM, TAMILNADU",CAUVERY,TAMILNADU,"11.418828","79.772375",red,"#f03"
"NOT Class C",1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMBIRAPARANI,TAMILNADU,"8.758606","77.424597",red,"#f03"
"NOT Class C",1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMBIRAPARANI,TAMILNADU,"8.729581","77.467289",red,"#f03"
"NOT Class C",1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMBIRAPARANI,TAMILNADU,"8.624431","78.068808",red,"#f03"
"NOT Class C",1331,"DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER),WEST BENGAL",DAMODAR,"WEST BENGAL","23.685031","86.823472",red,"#f03"
"NOT Class C",1332,"DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE, WEST BENGAL",DAMODAR,"WEST BENGAL","23.646961","86.897068",red,"#f03"
"NOT Class C",1333,"DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH, WEST BENGAL",DAMODAR,"WEST BENGAL","23.584399","87.103495",red,"#f03"
"NOT Class C",1334,"DAMODAR NEAR MUJHER MANA VILLAGE AFTER CONF. OF TAMLA NALLAH, WEST BENGAL",,"WEST BENGAL","23.429785","87.364995",red,"#f03"
"NOT Class C",1336,"BARAKAR AT ASANSOL (WATER INTAKE POINT), WEST BENGAL",BARAKAR,"WEST BENGAL","23.721689","86.801628",red,"#f03"
"NOT Class C",1337,"RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI, WEST BENGAL",,"WEST BENGAL","22.21835","88.024305",red,"#f03"
"Class C",1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",PERIYAR,KERALA,"9.581386","77.113642",blue,"#00f"
"NOT Class C",1339,"MEENACHIL AT KIDANGOOR, KERALA",MEENACHIL,KERALA,"10.197164","76.378953",red,"#f03"
"NOT Class C",1340,"MANIMALA AT KALLOOPARA, KERALA",MANIMALA,KERALA,"9.395686","76.640564",red,"#f03"
"NOT Class C",1341,"PAMBA AT THAKAZHY, KERALA",PAMBA,KERALA,"9.370489","76.410269",red,"#f03"
"Class C",1342,"ACHENKOIL AT THUMPAMON, KERALA",ACHENKOIL,KERALA,"9.228125","76.713267",blue,"#00f"
"NOT Class C",1350,"GOMTI AT SITAPUR U/S AT WATER INTAKE, U.P.",GOMTI,"UTTAR PRADESH","27.572878","80.67895",red,"#f03"
"NOT Class C",1351,"GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,U.P.",GOMTI,"UTTAR PRADESH","26.862031","80.931322",red,"#f03"
"NOT Class C",1352,"GOMTI AT LUCKNOW D/S, U.P.",GOMTI,"UTTAR PRADESH","26.833275","80.995211",red,"#f03"
"NOT Class C",1353,"GOMTI AT JAUNPUR D/S, U.P.",GOMTI,"UTTAR PRADESH","25.751611","82.726469",red,"#f03"
"NOT Class C",1354,"SARYU AT AYODHYA AT MAIN BATHING GHAT, U.P.",SARYU,"UTTAR PRADESH","26.797519","82.234306",red,"#f03"
"NOT Class C",1355,"GHAGHARA AT DEORIA D/S, U.P.",GHAGHARA,"UTTAR PRADESH","26.169467","83.868992",red,"#f03"
"Class C",1359,"RIHAND AT RENUKUT U/S, U.P.",RIHAND,"UTTAR PRADESH","24.339814","83.003589",blue,"#00f"
"NOT Class C",1360,"RIHAND AT RENUKUT D/S, U.P.",RIHAND,"UTTAR PRADESH","24.261214","83.009353",red,"#f03"
"NOT Class C",1361,"SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.",SAI,"UTTAR PRADESH","26.649979","80.793854",red,"#f03"
"NOT Class C",1363,"RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.",,"UTTAR PRADESH","26.754692","83.334211",red,"#f03"
"NOT Class C",1375,"YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL), DELHI",YAMUNA,DELHI,"28.566967","77.294665",red,"#f03"
"NOT Class C",1380,"SATLUJ AT D/S NFL, PUNJAB",SATLUJ,PUNJAB,"31.356053","76.372837",red,"#f03"
"NOT Class C",1381,"SATLUJ AT D/S EAST BASIN, PUNJAB",SATLUJ,PUNJAB,"31.01532","75.715315",red,"#f03"
"NOT Class C",1384,"MANIMALA AT THONDRA, KERALA",MANIMALA,KERALA,"9.492842","76.749125",red,"#f03"
"Class C",1386,"CAUVERY AT D/S OF KAREKUARA VILLAGE, KARNATAKA",CAUVERY,KARNATAKA,"12.418187","76.679259",blue,"#00f"
"NOT Class C",1387,"BHADRA AT D/S OF BHADRAVATHI, KARNATAKA",BHADRA,KARNATAKA,"13.832272","75.713164",red,"#f03"
"Class C",1389,"SATLUJ AT NEPTHA ZAKHAI, H.P",SATLUJ,"HIMACHAL PRADESH","31.859386","77.165125",blue,"#00f"
"NOT Class C",1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMANGANGA,"DAMAN & DIU","20.411819","72.833264",red,"#f03"
"NOT Class C",1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",ZUARI,GOA,"15.2715","74.08885",red,"#f03"
"Class C",14,"GODAVARI AT POLAVARAM, A.P.",GODAVARI,"ANDHRA PRADESH","17.247331","81.646613",blue,"#00f"
"NOT Class C",1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",MANDOVI,GOA,"15.499719","73.834744",red,"#f03"
"Class C",1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",GUMTI,TRIPURA,"23.429167","91.398333",blue,"#00f"
"NOT Class C",1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",GUMTI,TRIPURA,"23.537956","91.505147",red,"#f03"
"NOT Class C",1407,"SABARMATI AT GANDHINAGAR CHILODA BRIDGE, LEKAWADA, GUJARAT",SABARMATI,GUJARAT,"23.245906","72.68218",red,"#f03"
"NOT Class C",1408,"SABARMATI AT VILL. MAROLI TALUKA DASCROI, AHMEDABAD, GUJARAT",SABARMATI,GUJARAT,"23.031314","72.575114",red,"#f03"
"NOT Class C",1409,"SABARMATI AT RAILWAY BRIDGE, AHMEDABAD",SABARMATI,GUJARAT,"23.06353","72.589064",red,"#f03"
"Class C",1422,"BURHIDIHING AT MARGHERITA, ASSAM",BURHIDIHING,ASSAM,"27.284622","95.662347",blue,"#00f"
"Class C",1423,"BORAK AT PANCHAGRAM , ASSAM",BORAK,ASSAM,"24.8674","92.600817",blue,"#00f"
"NOT Class C",1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",UMTREW,MEGHALAYA,"26.051514","91.869639",red,"#f03"
"NOT Class C",1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",,MEGHALAYA,"25.367394","92.450206",red,"#f03"
"NOT Class C",1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",,GUJARAT,"21.701178","73.021733",red,"#f03"
"NOT Class C",1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI, VALSAD",KOLAK,GUJARAT,"20.342461","72.905403",red,"#f03"
"NOT Class C",1436,"BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY, GUJARAT",,GUJARAT,"21.763115","70.424313",red,"#f03"
"NOT Class C",1437,"KHARI AT LALI VILLAGE NEAR AHMEDABAD",KHARI,GUJARAT,"22.868749","72.627351",red,"#f03"
"NOT Class C",1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN",MINDHOLA,GUJARAT,"21.111549","73.111601",red,"#f03"
"Class C",1442,"VAMANAPURAM, KERALA",,KERALA,"8.726347","76.878039",blue,"#00f"
"Class C",1443,"ACHENKOIL AT CHENNITHULA, KERALA",ACHENKOIL,KERALA,"9.270844","76.535403",blue,"#00f"
"NOT Class C",1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KALI,KARNATAKA,"15.235272","74.61865",red,"#f03"
"Class C",1445,"KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD,KARNATAKA",KABBANI,KARNATAKA,"12.128439","76.683919",blue,"#00f"
"Class C",1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAGAVALLI,"ANDHRA PRADESH","18.787433","83.494512",blue,"#00f"
"Class C",1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",PALAR,TAMILNADU,"12.679231","78.595417",blue,"#00f"
"NOT Class C",1451,"CAUVERY AT THIRUMUKKUDAL-CONFL. PT.OF R. AMRAVATI,TAMILNADU",CAUVERY,TAMILNADU,"11.050024","78.120645",red,"#f03"
"NOT Class C",1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",RUSHIKULYA,ORISSA,"19.387126","85.051001",red,"#f03"
"NOT Class C",1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",RUSHIKULYA,ORISSA,"19.387194","85.051105",red,"#f03"
"NOT Class C",1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",BHATSA,MAHARASHTRA,"19.311193","73.169404",red,"#f03"
"NOT Class C",1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",,MAHARASHTRA,"18.830474","73.284483",red,"#f03"
"NOT Class C",1463,"NIRA AT SAROLE BDG.ON PUNE-BANGLORE HIGHWAY, MAHARASHTRA",NIRA,MAHARASHTRA,"18.172703","73.953644",red,"#f03"
"NOT Class C",1465,"KRISHNA AT WADAPALLY AFTER CONFL. WITH R. MUSI, A.P.(SHIFTED FROM 1220)",KRISHNA,"ANDHRA PRADESH","16.694675","79.689933",red,"#f03"
"NOT Class C",1467,"MAHANADI AFTER CONFL. WITH RIVER MAND,CHHATISSGARH",,CHHATTISGARH,"21.695876","83.2426",red,"#f03"
"NOT Class C",1469,"GANGA AT DIAMOND HARBOUR, WEST BENGAL",GANGA,"WEST BENGAL","22.183383","88.193783",red,"#f03"
"NOT Class C",1470,"GANGA AT GARDEN REACH, WEST BENGAL",GANGA,"WEST BENGAL","22.549717","88.296125",red,"#f03"
"NOT Class C",1471,"GANGA AT HOWRAH-SHIVPUR, WEST BENGAL",GANGA,"WEST BENGAL","22.558292","88.324394",red,"#f03"
"NOT Class C",1472,"GANGA AT SERAMPORE, WEST BENGAL",GANGA,"WEST BENGAL","22.761306","88.340319",red,"#f03"
"NOT Class C",1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",GHAGGAR,PUNJAB,"30.079758","76.263251",red,"#f03"
"NOT Class C",1475,"ZUARI AT PANCHAWADI",ZUARI,GOA,"15.281044","74.071108",red,"#f03"
"NOT Class C",1476,"MANDOVI AT TONCA, MARCELA, GOA",MANDOVI,GOA,"15.550258","73.949164",red,"#f03"
"NOT Class C",1480,"KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR, U.P.",KALINADI,"UTTAR PRADESH","28.591525","77.824856",red,"#f03"
"Class C",1484,"ALKANANDA B/C MANDAKINI AT RUDRA PRAYAG, UTTAR PRADESH","ALKANANDA B/C MANDAKINI",UTTARAKHAND,"30.287506","78.985451",blue,"#00f"
"Class C",1486,"ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG, UTTAR PRADESH","ALKANANDA A/C MANDAKINI",UTTARAKHAND,"30.285854","78.978295",blue,"#00f"
"Class C",1488,"BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG, U.P","BHAGIRATHI B/C WITH ALAKNANDA",UTTARAKHAND,"30.147103","78.598107",blue,"#00f"
"Class C",1489,"ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH","ALKANANDA A/C WITH BHAGIRATHI",UTTARAKHAND,"30.140504","78.597358",blue,"#00f"
"NOT Class C",1490,"YAMUNA AT U/S DAK PATTHAR, UTTAR PARDESH",YAMUNA,UTTARAKHAND,"30.498618","77.803498",red,"#f03"
"NOT Class C",1491,"BHAGIRATHI AT GANGOTRI, UTTAR PRADESH",BHAGIRATHI,UTTARAKHAND,"30.946033","78.688498",red,"#f03"
"NOT Class C",1492,"YAMUNA AT YAMUNOTRI, UTTAR PRADESH",YAMUNA,UTTARAKHAND,"30.976465","78.438614",red,"#f03"
"NOT Class C",1493,"YAMUNA AT HANUMANCHATTI, UTTAR PRADESH",YAMUNA,UTTARAKHAND,"30.932423","78.400244",red,"#f03"
"NOT Class C",1494,"YAMUNA AT U/S OF LAKHWAR DAM, U.P",YAMUNA,UTTARAKHAND,"30.518822","77.949536",red,"#f03"
"NOT Class C",1496,"YAMUNA AT KALANAUR, YAMUNA NAGAR, HARYANA",YAMUNA,HARYANA,"30.069997","77.355057",red,"#f03"
"NOT Class C",1497,"YAMUNA AT MAZAWALI, U.P",YAMUNA,"UTTAR PRADESH","28.095092","77.477669",red,"#f03"
"NOT Class C",1498,"YAMUNA AT BATESWAR, U.P",YAMUNA,"CPCB, DELHI","26.932682","78.54366",red,"#f03"
"NOT Class C",1499,"YAMUNA AT JUHIKA B/C WITH CHANBAL, ETAWAH, U.P",YAMUNA,"CPCB, DELHI","26.42602","79.478799",red,"#f03"
"NOT Class C",1526,"BRAHMPUTRA RIVER AT DHENUKHAPAHAR, ASSAM","BRAHMPUTRA RIVER",ASSAM,"26.616375","92.82735",red,"#f03"
"NOT Class C",1527,"BHOGDOI RIVER AT JORHAT ,ASSAM","BHOGDOI RIVER",ASSAM,"26.781058","94.208548",red,"#f03"
"NOT Class C",1528,"BHARALU RIVER AT GUWAHATI","BHARALU RIVER",ASSAM,"26.167661","91.765289",red,"#f03"
"NOT Class C",1529,"DEEPAR BILL, ASSAM*",,ASSAM,"26.119297","91.647713",red,"#f03"
"NOT Class C",1530,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM","DIGBOI RIVER",ASSAM,"27.381964","95.622819",red,"#f03"
"Class C",1531,"*MORA BHARALI AT TEZPUR, ASSAM","*MORA BHARALI",ASSAM,"26.848745","92.840375",blue,"#00f"
"NOT Class C",1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA","RIVER KALNA",GOA,"15.74629","73.899494",red,"#f03"
"NOT Class C",1544,"RIVER VALVANT AT SANKLI - BICHOLIM, GOA","RIVER VALVANT",GOA,"15.561455","73.990584",red,"#f03"
"NOT Class C",1545,"RIVER MADAI AT DABOS - VALPOI, GOA","RIVER MADAI",GOA,"15.536364","74.148515",red,"#f03"
"NOT Class C",1546,"RIVER KHANDEPAR AT OPA - PONDA, GOA","RIVER KHANDEPAR",GOA,"15.466425","74.038825",red,"#f03"
"NOT Class C",1547,"RIVER TALPONA AT CANACONA, GOA","RIVER TALPONA",GOA,"14.98929","74.04736",red,"#f03"
"NOT Class C",1548,"RIVER ASSONORA AT ASSONORA, GOA","RIVER ASSONORA",GOA,"15.615148","73.900658",red,"#f03"
"Class C",1550,"BEAS AT U/S MANDI, H.P",BEAS,"HIMACHAL PRADESH","31.705853","76.934903",blue,"#00f"
"NOT Class C",1551,"SIRSA AT U/S SITOMAJRI NALLAHGARH, H.P",SIRSA,"HIMACHAL PRADESH","30.919003","76.806214",red,"#f03"
"NOT Class C",1552,"SIRSA AT D/S NALAGARH BRIDGE, H.P",SIRSA,"HIMACHAL PRADESH","30.915403","76.791131",red,"#f03"
"Class C",1553,"YAMUNA , U/S PAONTA SAHIB, H.P","YAMUNA ,","HIMACHAL PRADESH","30.392244","77.572103",blue,"#00f"
"NOT Class C",1554,"YAMUNA , D/S PAONTA SAHIB, H.P","YAMUNA ,","HIMACHAL PRADESH","30.465256","77.661758",red,"#f03"
"Class C",1563,"R NEYYAR AT AMARAVILA, KERALA","R NEYYAR",KERALA,"8.389375","77.097561",blue,"#00f"
"Class C",1564,"R ITHIKKARA AT AYUR, KERALA","R ITHIKKARA",KERALA,"8.860786","76.77355",blue,"#00f"
"NOT Class C",1565,"PAMBA DOWN, KERALA",,KERALA,"9.325719","76.520939",red,"#f03"
"Class C",1566,"R KADALUNDI AT THIRURANGADY, KERALA","R KADALUNDI",KERALA,"11.044714","75.933247",blue,"#00f"
"NOT Class C",1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA","R KUTTIYADE",KERALA,"11.602297","75.7051",red,"#f03"
"NOT Class C",1568,"R MAHE AT VALAYAM, KERALA","R MAHE",KERALA,"11.721112","75.670002",red,"#f03"
"NOT Class C",1569,"R KUPPAM AT THALIPARAMBA, KERALA","R KUPPAM",KERALA,"12.048958","75.346",red,"#f03"
"NOT Class C",1570,"R NEELESWARAM AT HOSDURG, KERALA","R NEELESWARAM",KERALA,"12.4225","75.202778",red,"#f03"
"NOT Class C",1571,"R KARINGODE AT KAKKADAVU, KERALA","R KARINGODE",KERALA,"10.742228","77.060508",red,"#f03"
"NOT Class C",1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",CHANDRAGIRI,KERALA,"10.778033","76.225347",red,"#f03"
"NOT Class C",1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",CHITRAPUZHA,KERALA,"9.971133","76.362003",red,"#f03"
"NOT Class C",1631,"MYNTDU RIVER JOWAI, MEGHALAYA",,MEGHALAYA,"25.439233","92.219175",red,"#f03"
"NOT Class C",1632,"GANOL RIVER TURA, MEGHALAYA",,MEGHALAYA,"25.548467","90.171447",red,"#f03"
"Class C",1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",,MEGHALAYA,"25.473479","90.620548",blue,"#00f"
"NOT Class C",1640,"BIRUPA AT CHOUDWAR, ORISSA",BIRUPA,ORISSA,"20.546532","85.91187",red,"#f03"
"NOT Class C",1641,"SUBARNAREKHA AT RAJGHAT NEAR JHARKHAND BORDER, ORISSA",SUBARNAREKHA,ORISSA,"21.770058","87.156229",red,"#f03"
"NOT Class C",1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAGAVALLI,ORISSA,"19.252625","83.417656",red,"#f03"
"NOT Class C",1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAGAVALLI,ORISSA,"19.166051","83.437289",red,"#f03"
"NOT Class C",1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",,PONDICHERRY,"10.9098","79.818228",red,"#f03"
"Class C",1690,"SATLUJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",SATLUJ,PUNJAB,"30.922369","75.919469",blue,"#00f"
"Class C",1691,"SATLUJ AT U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",SATLUJ,PUNJAB,"30.995289","74.552492",blue,"#00f"
"Class C",1692,"SATLUJ AT D/S HUSSANIWALA-H/W FEROZEPUR, PUNJAB",SATLUJ,PUNJAB,"30.99008","74.54847",blue,"#00f"
"Class C",1693,"BEAS AT TALWARA H/W, PUNJAB",BEAS,PUNJAB,"31.989016","75.832499",blue,"#00f"
"Class C",1694,"BEAS AT U/S PATHANKOT, PUNJAB",BEAS,PUNJAB,"32.111503","75.663325",blue,"#00f"
"Class C",1695,"BEAS AT D/S PATHANKOT,PUNJAB",BEAS,PUNJAB,"32.093633","75.609725",blue,"#00f"
"Class C",1696,"BEAS AT U/S GOINDWAL, PUNJAB",BEAS,PUNJAB,"31.385361","75.176625",blue,"#00f"
"Class C",1697,"BEAS AT HARIKE, PUNJAB",BEAS,PUNJAB,"31.508844","75.307539",blue,"#00f"
"NOT Class C",1698,"D/S CHHATBIR, PUNJAB",,PUNJAB,"30.60228","76.802188",red,"#f03"
"NOT Class C",1699,"U/S DHAKANSU NALLAH, PUNJAB",,PUNJAB,"30.764802","76.7246",red,"#f03"
"NOT Class C",17,"PERIYAR NEAR ALWAYE-ELOOR, KERALA",,KERALA,"10.123417","76.347425",red,"#f03"
"NOT Class C",1700,"D/S DHAKANSU NALLAH, PUNJAB",,PUNJAB,"30.759546","76.735991",red,"#f03"
"NOT Class C",1701,"D/S JHARMAL NADI, PUNJAB",,PUNJAB,"30.65012","76.660536",red,"#f03"
"NOT Class C",1702,"U/S JHARMAL NADI, PUNJAB",,PUNJAB,"30.660148","76.6603",red,"#f03"
"NOT Class C",1703,"GHAGGER AT MOONAK, PUNJAB",GHAGGER,PUNJAB,"30.000058","76.187589",red,"#f03"
"NOT Class C",1704,"D/S SARDULGARH, PUNJAB",,PUNJAB,"29.692715","75.210696",red,"#f03"
"NOT Class C",1705,"U/S SARDULGARH, PUNJAB",,PUNJAB,"29.695479","75.224583",red,"#f03"
"Class C",1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",,RAJASTHAN,"24.499492","72.666469",blue,"#00f"
"NOT Class C",1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA","CHANDRAPUR, AGARTALA",TRIPURA,"23.822819","91.296914",red,"#f03"
